Area: Dynamis - Bastok/Dynamis - Qufim.${prompt};Zone : Dynamis - Bastok/Dynamis - Qufim.${prompt}
There was a curse on the beastmen's banner!${prompt};Il y avait une malédiction sur la bannière des hommes-bêtes !${prompt}
Ready to go!${prompt};Prêt à partir !${prompt}
Enemy: Monsters of the skeleton family.;Ennemi : Monstres de la famille des squelettes.
I've just leveled up, but with your help, it'll take no time at all to get to the next level!${prompt};Je viens de passer au niveau supérieur, mais avec votre aide, il ne me faudra pas longtemps pour passer au niveau suivant !${prompt}
Result ：${number: 3} (0=caught);Résultat :${number: 3}(0=pris)
I need to gain a little more experience for my next level!${prompt};J'ai besoin d'acquérir un peu plus d'expérience pour mon prochain niveau !${prompt}
The next level is still some distance away.${prompt};Le niveau suivant est encore loin.${prompt}
My magical reserves should suffice for now, but we best avoid taking unnecessary risks.${prompt};Mes réserves magiques devraient suffire pour le moment, mais il vaut mieux éviter de prendre des risques inutiles.${prompt}
Greetings.;Salutations.
I'm yours to command.${prompt};Je suis à tes ordres.${prompt}
Weapon Skill: Ground Strike;Compétence d'arme : frappe au sol
Quit.${prompt};Quitter.${prompt}
You are convinced that your moogle friend has been digging in the immediate vicinity.${prompt};Vous êtes convaincu que votre ami moogle a creusé dans les environs immédiats.${prompt}
Your time is up!${prompt};Votre temps est écoulé !${prompt}
Bastok - Major${prompt};Bastok - Major${prompt}
${icon: light};${icon: light}
Last-ActivityPts.：${number: 0}Pts.(ID:${number: 1});Dernière activitéPts.：${number: 0}Pts.(ID:${number: 1}
My magic?;Ma magie ?
Phrase en Anglais;Phrase en anglais
It seems that you will have to wait a bit longer...${prompt};Il semblerait qu'il faudra attendre encore un peu...${prompt}
Come back after you have obtained visitant status.;Revenez après avoir obtenu le statut de visiteur.
I think I'm gonna fall over...${prompt};Je crois que je vais tomber...${prompt}
Bastok and Windurst have formed an alliance.${prompt};Bastok et Windurst ont formé une alliance.${prompt}
Should we make the next battle our last?${prompt};Devrions-nous faire de la prochaine bataille notre dernière ?${prompt}
Taste my wrath!${prompt};Goûte ma colère !${prompt}
You have to let me rest...${prompt};Tu dois me laisser me reposer...${prompt}
I think I'm almost halfway to my next level.${prompt};Je pense que je suis presque à mi-chemin de mon prochain niveau.${prompt}
A fat, juicy goldfish approaches!${prompt};Un gros poisson rouge juteux s'approche !${prompt}
${color-alt: 141}Alchemical Smarts have taken effect!;${color-alt: 141}Les intelligences alchimiques ont pris effet !
I'm itching to get out and test my newfound strength!${prompt};J'ai hâte de sortir et de tester ma nouvelle force !${prompt}
There are no current records in your ${keyitem-singular: 0[2]}.;Il n'y a aucun enregistrement actuel dans votre${keyitem-singular: 0[2]}
We really should rest.;Nous devrions vraiment nous reposer.
Be careful to get enough sleep.;Veillez à dormir suffisamment.
Sure, I'll help.;Bien sûr, je t'aiderai.
Purge this evil with your purifying light!${prompt};Purgez ce mal avec votre lumière purificatrice !${prompt}
Meow!${prompt};Miaou!${prompt}
Adventurer!;Aventurier!
I'm good to go!${prompt};Je suis prêt à partir !${prompt}
I just leveled up!;Je viens de passer au niveau supérieur !
g:${number: 3}.${prompt};g:${number: 3}${prompt}
${color-alt: 141}The effect of Combustive Smarts wears off.;${color-alt: 141}L’effet de Combustive Smarts s’estompe.
I'm starting to feel sorry for our opponents!;Je commence à avoir pitié de nos adversaires !
We haven't defeated many enemies yet. Only ${number: 0} so far.${prompt};Nous n'avons pas encore vaincu beaucoup d'ennemis.${number: 0}jusqu'à présent.${prompt}
Area: Dynamis - San d'Oria/Dynamis - Valkurm.${prompt};Zone : Dynamis - San d'Oria/Dynamis - Valkurm.${prompt}
I'm too badly hurt.;Je suis trop gravement blessé.
Hmm.;Hmm.
I think I can smell my next level!;Je crois que je peux sentir mon prochain niveau !
We'll have to do something about your indecisiveness.${prompt};Il va falloir faire quelque chose à propos de votre indécision.${prompt}
${icon: lightning};${icon: lightning}
Sorry to disappoint you, ${choice-player-gender}[sir/milady].${prompt};Désolé de vous décevoir,${choice-player-gender}[monsieur/madame].${prompt}
Isn't it something like ${number: 0}?${prompt};N'est-ce pas quelque chose comme${number: 0}${prompt}
You successfully purge impurities from the synergy furnace.;Vous avez réussi à purger les impuretés du four de synergie.
I didn't realize it was so late!${prompt};Je n'avais pas réalisé qu'il était si tard !${prompt}
My magic has recovered.;Ma magie a récupéré.
A fruitful day.;Une journée fructueuse.
You have regained your eligibility to use the synergy furnace.${prompt};Vous avez retrouvé votre éligibilité à utiliser le four de synergie.${prompt}
Time to take a break.${prompt};Il est temps de faire une pause.${prompt}
Not bad is it? I bet you never thought me to be a cooking type!${prompt};Pas mal, n'est-ce pas ? Je parie que vous n'auriez jamais pensé que j'étais du genre à cuisiner !${prompt}
Enemy: Monsters of the coeurl family.;Ennemi : Monstres de la famille Coeurl.
Bring it on!${prompt};Apportez-le!${prompt}
Enemy: Monsters of the tiger family.;Ennemi : Monstres de la famille des tigres.
I've almost had enough for one day.${prompt};J'en ai presque eu assez pour une journée.${prompt}
I suppose I could stick around.${prompt};Je suppose que je pourrais rester dans le coin.${prompt}
Item.;Article.
Elements and target values:;Éléments et valeurs cibles :
Don't mind me, mind yourself.${prompt};Ne fais pas attention à moi, fais attention à toi.${prompt}
Weapon Skill: Black Halo;Compétence d'arme : Halo noir
The synergy furnace is currently in use by ${player: 2}.${prompt};Le four synergique est actuellement utilisé par${player: 2}${prompt}
This is not your ${keyitem-singular: 0[2]}.;Ce n'est pas ton${keyitem-singular: 0[2]}
Moogle's Almanack.;L'Almanach de Moogle.
${color-alt: 123}You have entered belligerency. Your level has been restricted to ${number: 0} and the attributes of applicable equipment you may be wearing have been appropriately reduced.${prompt};${color-alt: 123}Vous êtes entré en guerre. Votre niveau a été limité à${number: 0}et les attributs de l’équipement applicable que vous pourriez porter ont été réduits de manière appropriée.${prompt}
You cannot obtain the item.;Vous ne pouvez pas obtenir l'objet.
San d'Oria and Windurst are currently allies.${prompt};San d'Oria et Windurst sont actuellement alliés.${prompt}
Remove and replace?${prompt};Supprimer et remplacer ?${prompt}
You cannot view this event while holding claim over a synergy furnace.${prompt};Vous ne pouvez pas visualiser cet événement lorsque vous détenez une réclamation sur un four de synergie.${prompt}
Weapon Skill: Dragon Kick;Compétence d'arme : Coup de pied du dragon
We have accomplished much this day.${prompt};Nous avons accompli beaucoup de choses aujourd’hui.${prompt}
Why hurry? Don't worry, be happy!${prompt};Pourquoi se presser ? Ne vous inquiétez pas, soyez heureux !${prompt}
Still need a little more experience for my next level.${prompt};Il me faut encore un peu plus d'expérience pour mon prochain niveau.${prompt}
${color-alt: 121}You have carried over ${number: 1} login point${choice-plurality: 1}[/s].${prompt};${color-alt: 121}Vous avez reporté${number: 1}point de connexion${choice-plurality: 1}[/s].${prompt}
Enemy: Any beast-type creature.;Ennemi : Toute créature de type bête.
Let me check... It's ${number: 0}.${prompt};Laisse-moi vérifier... C'est${number: 0}${prompt}
This strength... You get the sense that you are on the verge of an epic catch!${prompt};Cette force... On a l'impression d'être à la veille d'une prise épique !${prompt}
A member of your party already has claim over the synergy furnace.;Un membre de votre groupe a déjà le droit de revendiquer le four de synergie.
I take my leave of you.;Je prends congé de toi.
It might be time to keep an eye on my reserves.${prompt};Il est peut-être temps de garder un œil sur mes réserves.${prompt}
Let's not delay any further.${prompt};Ne tardons plus.${prompt}
Area: Palborough Mines.${prompt};Zone : Mines de Palborough.${prompt}
${color-alt: 141}The amount of impurities inside the furnace is gradually decreasing.;${color-alt: 141}La quantité d’impuretés à l’intérieur du four diminue progressivement.
I'm just guessing here, but I'd say we've destroyed about ${number: 0} ${choice-plurality: 0}[enemy/enemies] today!${prompt};Je ne fais que deviner, mais je dirais que nous avons détruit environ${number: 0}${choice-plurality: 0}[ennemi/ennemis] aujourd'hui !${prompt}
Area: Dynamis - Bastok/Dynamis - Buburimu.${prompt};Zone : Dynamis - Bastok/Dynamis - Buburimu.${prompt}
Area: Pashhow Marshlands.${prompt};Zone : Marais Pashhow.${prompt}
This is gonna be fun!${prompt};Ça va être amusant !${prompt}
${choice: 0}[/Getting rid of me already?/Are we done already!?/Are we done for the day?/Time to part ways?/Sending me on my way?/Are we done already!?/Time for goodbyes?/What? You want me to go?/Time to part ways?];${choice: 0}[/Tu te débarrasses déjà de moi ?/On a déjà fini !?/On a déjà fini pour la journée ?/Il est temps de se séparer ?/Tu me laisses partir ?/On a déjà fini !?/Il est temps de faire tes adieux ?/Quoi ? Tu veux que je parte ?/Il est temps de se séparer ?]
${color-alt: 15}${choice: 0}[Fhig/Khuma/Pimy/Raka/Sahyu/Sufhi/Tsuim/Yoli] appears frightened by the ${item-singular: 1[2]}.${prompt};${color-alt: 15}${choice: 0}[Fhig/Khuma/Pimy/Raka/Sahyu/Sufhi/Tsuim/Yoli] semble effrayé par le${item-singular: 1[2]}${prompt}
Something clamps onto your line ferociously!${prompt};Quelque chose s'accroche férocement à votre ligne !${prompt}
I think I must be almost halfway to my next level.;Je pense que je dois être presque à mi-chemin de mon prochain niveau.
Whoa!;Ouah !
d:${number: 0}.;d:${number: 0}
Phew! I'm beat!;Ouf ! Je suis crevé !
Weapon Skill: Stringing Pummel;Compétence d'arme : Coup de poing enfilé
Bastok - Minimal${prompt};Bastok - Minimal${prompt}
Keep your eyes open!;Gardez les yeux ouverts !
Let me know if you want me to take the heat.;Faites-moi savoir si vous voulez que je prenne la responsabilité.
Where does all the time go?${prompt};Où passe tout le temps ?${prompt}
Saltwater.;Eau salée.
Enemy: Any arcana-type creature.;Ennemi : Toute créature de type arcane.
FPT ${number: 0} DPT ${number: 1} DoT${number: 2};FPT${number: 0}DPT${number: 1}Point${number: 2}
Smite this evil with your purifying light!${prompt};Frappez ce mal avec votre lumière purificatrice !${prompt}
We've been busy.${prompt};Nous avons été occupés.${prompt}
Only ${number: 0}. You can count that high, right...?${prompt};Seulement${number: 0}. Tu peux compter jusqu'à ce niveau, n'est-ce pas... ?${prompt}
Just a little more.;Juste un peu plus.
Select one;Sélectionnez-en un
Return.${prompt};Retour.${prompt}
So relaxing...${prompt};Tellement relaxant...${prompt}
The attempt to repair the synergy furnace has failed.;La tentative de réparation du four de synergie a échoué.
Enemy: Monsters of the leech family.;Ennemi : Monstres de la famille des sangsues.
Temporarily increase the likelihood of an elemental surge.;Augmente temporairement la probabilité d’une poussée élémentaire.
Why, I would not be surprised if my level were to rise...now!;Eh bien, je ne serais pas surpris si mon niveau augmentait... maintenant !
You're here. I'm here.;Tu es là. Je suis là.
${choice: 0}[/You called?/Here I am!/You're here. I'm here./Greetings./Sure, I'll help./Hey there!/Good day./Hello!/Greetings.];${choice: 0}[/Tu as appelé ?/Me voici !/Tu es là. Je suis là./Salutations./Bien sûr, je vais aider./Salut !/Bonne journée./Bonjour !/Salutations.]
${color-alt: 161}This area is currently affected by the Super Kupower: “Dilatory Digestion”!;${color-alt: 161}Cette zone est actuellement touchée par le Super Kupower : « Digestion Dilatoire » !
That was much faster than I expected.${prompt};C'était beaucoup plus rapide que prévu.${prompt}
Let's keep moving!${prompt};Continuons à avancer !${prompt}
I still have much experience to gain.${prompt};J'ai encore beaucoup d'expérience à acquérir.${prompt}
ch${number: 0} skill up check.${prompt};ch${number: 0}vérification de compétence.${prompt}
You must free at least ${number: 0} space${choice-plurality: 0}[/s] before trading any items.${prompt};Vous devez libérer au moins${number: 0}espace${choice-plurality: 0}[/s] avant d'échanger des articles.${prompt}
Are preparations in order, ${choice-player-gender}[sir/milady]?;Les préparatifs sont-ils en ordre,${choice-player-gender}[Monsieur/Madame] ?
f:${number: 2}.;f:${number: 2}
Area: Dynamis - Jeuno.${prompt};Zone : Dynamis - Jeuno.${prompt}
${color-alt: 161}This area is currently affected by the Super Kupower: “Boundary Buster”!;${color-alt: 161}Cette zone est actuellement affectée par le Super Kupower : « Boundary Buster » !
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};Épreuve : vaincre un nombre défini de${choice: 4}[monstres/monstres offrant de l'expérience] dans les conditions météorologiques prescrites, ou le jour correspondant de la semaine.${prompt}
Weapon Skill: Spiral Hell;Compétence d'arme : Enfer en spirale
Sorry, but I'm running low on magic.${prompt};Désolé, mais je suis à court de magie.${prompt}
NO-MUTCH！;NO-MUTCH！
You cannot carry any more ${keyitem-plural: 0[2]}.${prompt};Tu ne peux plus en porter${keyitem-plural: 0[2]}${prompt}
${icon: earth};${icon: earth}
${choice: 0}[/There's still a lot of work to be done until the next one./I'm itching to get out and test my newfound strength!/I've just gained a level./The next level is still quite some distance away./The next level is still quite a way off./You can't expect me to level again any time soon!/The next level is still some distance away./But I still can't wait until I go up again!/The next level is still quite some distance away.]${prompt};${choice: 0}[/Il reste encore beaucoup de travail à faire jusqu'au prochain./J'ai hâte de sortir et de tester ma nouvelle force !/Je viens de gagner un niveau./Le niveau suivant est encore assez loin./Le niveau suivant est encore assez loin./Vous ne pouvez pas vous attendre à ce que je remonte de sitôt !/Le niveau suivant est encore assez loin./Mais j'ai toujours hâte de remonter !/Le niveau suivant est encore assez loin.]${prompt}
