Then I'll be ready for anything!${prompt};
I think.${prompt};
Shouldn't we rest a little?;
I don't think I can survive another fight.${prompt};
Area: Bhaflau Remnants.${prompt};
${color-alt: 138}You must visit Aht Urhgan Whitegate in order to progress in the Rhapsodies of Vana'diel missions.;
Your chocobo refuses to partake of the ${item-singular: 0[2]}.${prompt};
${name-player}'s ${sys-msg-3: 0} has been checked.${prompt};
Quit.;
Please deposit your ingredients inside the furnace and initiate the synergy process.${prompt};
${choice: 0}[/I suppose./Here we go!/Ready when you are./Weapon skill ready!/I'm ready./Bring it on!/We can start any time./Ready when you are!/Weapon skill ready!]${prompt};
I should probably rest a little more.;
Trial: Defeat a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed conditions.${prompt};
Enemy: Monsters of the golem family.;
Ready when you are!${prompt};
Possession of ${keyitem-article: 0[2]} is required to use a synergy furnace.${prompt};
Enemy: Monsters of the cockatrice family.;
Enemy: Monsters of the pugil family.;
Shall we rest for a bit?${prompt};
It's my turrrn!;
Can't slow down now!${prompt};
I have made some progress, but the next level still eludes me.${prompt};
Leathercraft: Pressurization Smarts.;
うさぎとび百周！${prompt};
Dammit!;
Get ready to follow up.${prompt};
You currently have claim over the synergy furnace.;
My magic is restored!${prompt};
${choice: 0}[/It's just a scratch./This is just a scratch!/Just a scratch./This is a mere scratch./Pay it no mind./I've had bigger paper cuts!/But I'm fine, it's just a scratch./This little scratch won't slow me down!/This is a mere scratch.]${prompt};
This is a mere scratch.${prompt};
The beastmen are gaining power.${prompt};
Area: Wajaom Woodlands.${prompt};
We've defeated quite a lot today.${prompt};
Area: Castle Oztroja.${prompt};
Select target aperture.;
Trial: Unleash the prescribed weapon skill a set number of times against certain ${choice: 4}[experience-yielding monsters/monsters].${prompt};
You cannot obtain the ${item-singular: 0[2]}.;
Area: Grauberg (S).${prompt};
Oh well, never mind...${prompt};
No slipping up!${prompt};
It's been a busy day!${prompt};
We get to see all kinds of things!${prompt};
${color-alt: 121}You will be able to use the Assist Channel until ${ts-month: 0}/${ts-day: 0}/${ts-year: 0} at ${ts-hour: 0}:${ts-minute: 0} (JST).;
My magic reserves are now in good order.${prompt};
This little scratch won't slow me down!${prompt};
The paper on your ${item-singular: 0[2]} ripped.${prompt};
But it's best not to overstretch yourself during battle.;
Check-Exp.damage：${number: 0}>>>${number: 1};
Now hear the soaring voice of a Divine Inspirer!${prompt};
${color-alt: 121}Smooth synergizing!;
New augments will not take effect until the item is removed from the synergy furnace.${prompt};
Fight or evade?;
Wh-what? Y...you say you want to have a conversation?;
${color-alt: 15}${choice: 0}[Armittie/Cadepure/Clearite/Epilleve/Liabelle/Nauthima/Radille/Vimechue] appears frightened by the ${item-singular: 1[2]}.${prompt};
You know me!;
You do not have enough fewell.;
Apply a measured thwack to the furnace to prevent explosion.;
I believe it's almost time for a rest.;
${color-alt: 141}The effect of Cyclical Smarts wears off.;
An evolith is already embedded in this aperture.;
My magic is ready to go!${prompt};
Back to the pit with you!${prompt};
You called? How may I be of service?;
${choice: 0}[/My magic is running low.../I've almost run out of magic!/My magic is almost gone./My magical reserves are running low./I'm almost out of magic./Almost out of magic!/My magic is running low./Where'd all my magic go!?/My magical reserves are running low.]${prompt};
It will be my pleasure to accompany you further.${prompt};
My magic's back to normal now.${prompt};
I spend too much time in clothes stores.${prompt};
It's surprising.;
Enemy: Monsters of the doll family.;
Area: Dynamis - San d'Oria/Dynamis - Buburimu.${prompt};
My magic is good for a while yet.${prompt};
You can't fish at the moment.${prompt};
Keenly observe the flow of elements to prevent ${icon: ice}-based explosions.;
Your bags mysteriously feel a little bit heavier...${prompt};
装備チェック：${number: 0};
Weapon Skill: Any axe weapon skill;
I feel grrreat! Come on, let me at them!${prompt};
${icon: ice};
It's past my bedtime.${prompt};
Weapon Skill: Scourge;
Treasure?;
Area: Beaucedine Glacier.${prompt};
${entity: 0} catches ${number: 1} ${item-given-plurality: 1[2], 0[2]}!${prompt};
${choice: 0}[/It might be time to head back to town./I have to be heading back soon./My reflexes are starting to slow./I believe it's almost time for a rest./A nice soft bed is looking good about now./We've been at this for a while now./Sorry, but I have some other chores to take care of./I'm starting to get kinda tired./I believe it's almost time for a rest.];
Ready at your command.${prompt};
Are we finished already? Awww...;
I'm not very good at conversation and stuff...${prompt};
Wow!;
Equipment: Target item must be equipped.${prompt};
My magical reserves don't require your sympathy just yet.${prompt};
Getting rid of me already?;
Keep your eyes peeled!;
suc : ${number: 0} cons : ${number: 1} weight : ${number: 2} +- : ${number: 3}${prompt};
Obtained: ${lettercase: 1}${item-singular: 0[2]}.${prompt};
I have around half of my magic left.${prompt};
So...how was it? Did I make the texture too firm?${prompt};
I come all the way here, and now you want me to leave?;
We've been busy, huh?;
Uh-oh, I'm in trouble...${prompt};
${color-alt: 15}${choice: 0}[Feliz/Ferdinand/Gunnar/Massimo/Oldrich/Siegward/Theobald/Zenji] appears frightened by the ${item-singular: 1[2]}.${prompt};
${choice: 0}[/I suppose I could stick around./Let's go!/No problem./Very well, let us proceed./Then let's get back to it./Okay, off we go!/I can stay around a little more./Great, I'm ready for more!/Very well, let us proceed.]${prompt};
Changed your mind?;
Your claim over the synergy furnace will expire in ten seconds.;
現在のリージョンナンバー　${number: 1}${prompt};
End synergy.;
Wanna race?${prompt};
Can you give me a minute?${prompt};
${choice: 0}[/Don't worry about me./No problem!/Nothing to worry about./Don't hold back on my account./This little scratch?/This little scratch?/Nice of you to worry./No problem!/Don't hold back on my account.];
Area: Tahrongi Canyon.${prompt};
Phew...;
And cure is better than raise...${prompt};
You can't fish without bait on the hook.${prompt};
${color-alt: 121}${lettercase: 1}${article} ${item-article: 0[2]} has been successfully synergized!;
Getting rid of me already?${prompt};
But that doesn't mean you can slack off.${prompt};
A thousand pardons, ${choice-player-gender}[sir/milady], but I must take my leave.${prompt};
This region is currently neutral.${prompt};
But it can be irritating, so don't overdo it.${prompt};
I fear the next battle may be my last.;
All three nations are at a deadlock.${prompt};
Yay! Let's keep going!${prompt};
The synergy image has taken form!;
Don't blink now!;
I'm not sure how much longer I can hold up...${prompt};
Never forget the mercy of the Manifest, heretic!;
Yes, with existing augment(s).;
The bonds tying you to Altana have strengthened, enabling you to experience all the memories of ${choice: 0}[Rise of the Zilart/Chains of Promathia/Treasures of Aht Urhgan/Wings of the Goddess/Seekers of Adoulin]!${prompt};
You wanna fight? Fight me!${prompt};
${choice: 0}[/I don't think I can survive another fight./I gotta sit down.../I need to get my strength back.../Please let me recover my strength./Let me rest already!/I think I'm gonna fall over.../I need to sit down.../Must...rest.../Please let me recover my strength.]${prompt};
Oh my.;
I'm almost out of lives.;
Predicting ahead, tomorrow's weather looks to be ${weather-adjective: 0[2]} with a chance of ${weather-noun: 1[2]}.${prompt};
Attention!;
引くポイント：${number: 3}${prompt};
I think I need a rest.${prompt};
Trial: Have your pet deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] under the prescribed weather conditions, or on the corresponding day of the week.${prompt};
Enemy: Monsters of the opo-opo family.;
Here goes nothing!${prompt};
Not that we have to be fighting...${prompt};
Alrighty!;
I do believe I'm coming up on halfway to my next level.;
${choice: 0}[/I think I need a rest./Other duties call!/We should call it a day pretty soon./Shall we head back to town shortly?/Shall we call it quits soon?/I think I have enough energy for one last spurt!/Can we finish up here soon?/But I can keep going for a little while! <Yawn>.../Shall we head back to town shortly?]${prompt};
Rrrunning low on magic here...${prompt};
Just a scratch.${prompt};
Nothing.;
Some ${icon: fire}, ${icon: wind}, ${icon: lightning}, and ${icon: light} fewell have been lost.;
${choice: 0}[/See you around./See you soon!/Later./Until we meet again./Take care of yourself./See you soon!/Farewell./Bye!/Until we meet again.]${prompt};
Time for action!${prompt};
Trial: Deal the finishing blow to a set number of ${choice: 4}[experience-yielding monsters/monsters] with the prescribed elemental attack.${prompt};
You remove ${number: 1} ${item-given-plurality: 1[2], 0[2]} from the furnace.;
You open the tome to the “Moogle's Almanack” chapter and peruse its weather prognostication pages.${prompt};
Weapon Skill: Any club weapon skill;
You have a good feeling about this one!${prompt};
Weapon Skill: Mandalic Stab;
My magic is running low...${prompt};
Weapon Skill: Primal Rend;
A synergy recipe does not exist for that combination of materials.${prompt};
There are no goldfish to be found...${prompt};
One more battle?${prompt};
Not right now.${prompt};
Area: Dynamis - San d'Oria.${prompt};
増えたカウント　${number: 1}${prompt};
Possession of ${keyitem-article: 0[2]} is required to commence synergy.${prompt};
2nd: Windurst;
DEBUG: ${choice: 0}[${icon: fire}/${icon: ice}/${icon: wind}/${icon: earth}/${icon: lightning}/${icon: water}/${icon: light}/${icon: dark}] combustion value: ${number: 4} (combustion rate: ${number: 5});
What would you like to do?;
Internal pressure has fallen to ${number: 0} Pz/Im.;
Until we meet again.${prompt};
Weapon Skill: Savage Blade;
It's rather late.${prompt};
I will be your opponent this day!${prompt};
I'm ready to fight.${prompt};
I've almost run out of magic!${prompt};
Around three out of nine lives rrremaining...${prompt};
So far we've wiped the floor with ${number: 0} enemies. Good job!${prompt};
I'm not ready for another battle.${prompt};
Little time has passed since I last gained a level.;
My magic is restored.;
${choice: 0}[/Well./We're not done yet, right?/Changed your mind?/You wish to continue?/We're not done, are we?/We're still good to go, right?/Still ready for action?/You changed your mind!?/You wish to continue?];
I tell you what.;
Trial ${number: 8}.;
${color-alt: 161}This area is currently affected by the Super Kupower: “Blood of the Vampyr”!;
San d'Oria and Bastok have formed an alliance.${prompt};
I am satisfied with today's effort.${prompt};
I think I need to lie down...${prompt};
Over here.${prompt};
It pains me to inform you, but I'm in severe pain...${prompt};
${color-alt: 123}You already posses the temporary item ${item-singular: 0[2]} and cannot receive another one as compensation.${prompt};
15.;
A Windurstian Expeditionary Force has been dispatched to this area.${prompt};
Your item's attributes ${choice: 8}[will be/are] as follows with its ${choice: 8}[new/current] set of augments:${prompt};
Ha!${prompt};
Enemy: Any demon-type creature.;
No sense rushing into battle in this condition.${prompt};
I suppose.${prompt};
My magic will no longer be of much aid.;
MUTCH：Mem#${number: 0}(${number: 1});
${choice: 0}[/This could be bad.../I'm not going down!/I'm not done yet!/I don't think I can make it.../...tougher than I expected./I won't give up!/This may be the end.../Hey, that hurts!/I don't think I can make it...]${prompt};
I wasn't really keeping track.;
I'm on the final stretch towards my next level!${prompt};
Cancel.${prompt};
Make some room in your inventory to claim your prize!;
${color-alt: 141}Lunar Smarts have taken effect!;
${choice: 0}[/Time flies.../Whoa!/Hm./Well, well./Look at that./Whoa!/Well, now./Hey!/Well, well.];
Weapon Skill: Any sword weapon skill;
Area: Mount Zhayolm.${prompt};
We did great today!;
Bastok - Minor${prompt};
That was number ${number: 0}, I believe.${prompt};
Are we finished already? Awww...${prompt};
